"","HW1","HW2","HW3","HW4","HW5","HW6","HW7","HW8","HW9","ATT","QZ1","QZ2","QZ3","QZ4","EX1","EX2","Homework","Test1","Test2","Quiz","Lab","Overall","Grade"
"222",90,90,90,90,90,93,67,0,0,11,75,100,0,0,69.6,61.2,87.1428571428571,84.1463414634146,62.7906976744186,87.5,100,81.7947998541447,"B+"
"223",67.5,67.5,95,77.5,100,87.5,70,90,85,7,33.3333333333333,0,25,45,68.8,62.1,86.4285714285714,82.9268292682927,63.953488372093,34.4444444444444,100,73.6689760419199,"F"
"224",73.5,80,100,100,90,89,94,90,0,12,66.6666666666667,77.7777777777778,75,85,63.2,60.75,89.5625,74.390243902439,62.2093023255814,79.2592592592593,100,79.188013250772,"C+"
"225",92.5,100,100,30,100,100,100,85,75,12,91.6666666666667,27.7777777777778,0,100,63.6,44.1,94.0625,75,40.6976744186046,73.1481481481482,100,74.3653908268734,"C"
"226",65,50,72.5,90,80,0,0,62.5,0,8,83.3333333333333,72.2222222222222,50,0,65.6,63.45,70,78.0487804878049,65.6976744186046,68.5185185185185,100,73.3119524799899,"C-"
"227",92.5,100,100,90,100,99,99,87.5,100,12,58.3333333333333,88.8888888888889,80,55,48.8,53.1,97.5625,52.4390243902439,52.3255813953488,75.7407407407407,100,74.1990613379971,"C"
"228",88.5,92.5,95,60,85,0,0,100,0,11,58.3333333333333,0,40,35,56.8,49.95,86.8333333333333,64.6341463414634,48.2558139534884,44.4444444444444,100,67.7074494233314,"F"
"229",72.5,100,77.5,45,89,90,90,75,65,12,54.1666666666667,55.5555555555556,75,65,57.6,54,82.375,65.8536585365854,53.4883720930233,65.1851851851852,100,71.0331025083507,"C-"
"230",87.5,100,82.5,90,100,90,100,80,85,12,58.3333333333333,72.2222222222222,30,55,61.6,24.3,91.875,71.9512195121951,15.1162790697674,61.8518518518519,100,65.0095914476587,"C-"
"231",77.5,77.5,95,100,99,92,80,87.5,85,11,33.3333333333333,44.4444444444444,65,60,61.6,44.1,91.2142857142857,71.9512195121951,40.6976744186046,56.4814814814815,100,70.4011704435981,"D"
"232",73.5,72.5,60,0,80,0,0,60,0,11,66.6666666666667,55.5555555555556,40,0,68,49.5,69.2,81.7073170731707,47.6744186046512,54.0740740740741,100,67.131179176908,"D"
"233",100,85,92.5,100,90,99,0,100,100,12,66.6666666666667,100,100,85,61.2,80.1,95.8125,71.3414634146341,87.2093023255814,95,100,89.0643682643222,"A+"
"234",94,100,100,100,100,98,100,100,100,12,100,83.3333333333333,70,85,71.2,77.85,99.75,86.5853658536585,84.3023255813953,89.4444444444444,100,91.7343212327472,"A-"
"235",97.5,100,97.5,100,100,86,100,90,100,12,91.6666666666667,100,65,90,62.4,80.1,98.125,73.1707317073171,87.2093023255814,93.8888888888889,100,89.9573052561921,"A"
"236",94.5,97,96,100,80,100,97,100,100,12,75,83.3333333333333,50,100,64,68.85,98.0625,75.609756097561,72.6744186046512,86.1111111111111,100,85.6259725373417,"B+"
"237",92.5,100,100,98,100,98,86,100,98,12,100,83.3333333333333,50,80,66.4,72,98.3125,79.2682926829269,76.7441860465116,87.7777777777778,100,87.7001217148799,"B+"
"238",100,100,100,65,95,94,100,95,100,12,100,55.5555555555556,80,90,70.4,80.1,98,85.3658536585366,87.2093023255814,90,100,91.7754963131027,"A"
"239",100,85,100,100,100,99,97,80,95,12,100,100,95,100,80,84.6,97,100,93.0232558139535,100,100,97.3558139534884,NA
"240",92.5,100,97.5,80,95,100,90,100,70,12,100,100,85,100,79.2,88.2,94.375,98.7804878048781,97.6744186046512,100,100,97.4872022121384,NA
"241",95,85,100,70,0,99,95,95,100,12,91.6666666666667,72.2222222222222,50,90,77.6,86.4,92.375,96.3414634146341,95.3488372093023,84.6296296296296,100,93.5124464296969,"B"
"242",92.5,100,95,100,100,90,100,85,97.5,12,25,33.3333333333333,20,65,31.2,20.7,96.875,25.609756097561,10.4651162790698,41.1111111111111,100,52.9673969559463,"F"
"243",92.5,100,97.5,100,100,99,92,100,85,12,91.6666666666667,88.8888888888889,95,95,63.2,68.85,97.625,74.390243902439,72.6744186046512,93.8888888888889,100,86.4174867649839,"A"
"244",87.5,87.5,100,60,95,72,70,80,0,12,83.3333333333333,61.1111111111111,60,0,62.4,62.1,81.5,73.1707317073171,63.953488372093,68.1481481481482,100,75.2947406567089,"C-"
"245",80,0,77.5,20,0,37,67,50,85,10,33.3333333333333,16.6666666666667,30,40,50.4,58.5,59.5,54.8780487804878,59.3023255813953,34.4444444444444,100,58.8178578181131,"F"
"246",82.5,95,90,77.5,100,95,84,85,100,12,83.3333333333333,88.8888888888889,80,75,46.4,61.2,91.4375,48.780487804878,62.7906976744186,84.0740740740741,100,75.4961330906914,"B"
"247",82.5,97.5,75,50,42.5,86,61,85,100,12,58.3333333333333,61.1111111111111,35,80,55.2,49.95,79.625,62.1951219512195,48.2558139534884,66.4814814814815,100,68.3627001008382,"C-"
"248",96,99,91.5,70,93,86,65,75,90,12,66.6666666666667,38.8888888888889,30,70,41.6,35.1,87.5625,41.4634146341464,29.0697674418605,58.5185185185185,100,60.6066525650722,"D"
"249",75,85,100,100,100,99,90,90,80,11,91.6666666666667,83.3333333333333,95,95,70.4,82.8,93,85.3658536585366,90.6976744186046,93.8888888888889,100,91.7309226696918,"A"
"250",92.5,100,100,90,100,99,100,95,100,12,91.6666666666667,77.7777777777778,75,65,66.4,70.2,98.3125,79.2682926829269,74.4186046511628,81.4814814814815,100,86.1742819215983,"B-"
"251",94.5,84,95,95,100,98,86,100,0,12,66.6666666666667,72.2222222222222,80,70,40.8,58.95,94.0625,40.2439024390244,59.8837209302326,74.0740740740741,100,72.3495718314741,"C"
"252",72.5,77.5,0,75,85,0,0,0,65,10,0,27.7777777777778,35,35,19.2,18.45,75,7.31707317073171,7.55813953488372,32.5925925925926,100,40.7418384067562,"F"
"253",100,79,85,95,85,91,79,75,92,12,91.6666666666667,44.4444444444444,90,90,64,63.9,88.25,75.609756097561,66.2790697674419,90.5555555555556,100,81.750051994706,"A"
"254",92.5,100,100,90,98,99,97,100,95,12,66.6666666666667,66.6666666666667,55,75,25.6,54.9,97.6875,17.0731707317073,54.6511627906977,69.4444444444444,100,66.8003415106825,"C-"
"255",100,100,90,100,100,94,100,100,0,11,100,77.7777777777778,75,0,72,72.9,98,87.8048780487805,77.906976744186,84.2592592592593,100,89.0766086846915,"B"
"256",93,73,100,88,100,96,80,95,95,10,100,50,65,60,76,65.25,93.375,93.9024390243902,68.0232558139535,75,100,85.0488017583664,"C"
"257",100,85,97.5,100,95,0,89,90,90,11,79.1666666666667,94.4444444444444,50,85,49.6,66.6,93.3125,53.6585365853659,69.7674418604651,86.2037037037037,100,79.097873337745,"B+"
"258",92.5,100,100,70,100,100,100,100,85,12,75,88.8888888888889,95,0,67.2,72.45,97.1875,80.4878048780488,77.3255813953488,86.2962962962963,100,87.5296507688914,"B+"
"259",92.5,92.5,90,90,100,90,100,90,85,12,83.3333333333333,72.2222222222222,85,100,63.2,86.4,93.125,74.390243902439,95.3488372093023,89.4444444444444,100,90.06942474948,"A-"
"260",68,55.5,85,0,65,50,52,0,20,10,50,50,30,35,43.2,28.8,56.5,43.9024390243903,20.9302325581395,45,100,47.7130459444129,"F"
